"Kód obce";PSČ;"Doručovacia pošta";"platné od";"platné do"
920301168;75103;"Brodek u Přerova";2018-07-31;
920300294;75103;"Brodek u Přerova";2018-07-31;
920304487;75103;"Brodek u Přerova";2018-07-31;
920302808;75103;"Brodek u Přerova";2018-07-31;
920303333;79807;"Brodek u Prostějova";2018-07-31;
920300434;79807;"Brodek u Prostějova";2018-07-31;
920302959;79807;"Brodek u Prostějova";2018-07-31;
920300434;79807;"Brodek u Prostějova";2018-07-31;
920303333;79807;"Brodek u Prostějova";2018-07-31;
920306344;79807;"Brodek u Prostějova";2018-07-31;
920304674;79807;"Brodek u Prostějova";2018-07-31;
504271;90885;Brodské;2010-01-01;
580449;95842;Brodzany;2010-01-01;
920303152;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920303160;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920303160;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920303941;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920306425;55001;"Broumov 1";2018-07-31;
920301143;26742;Broumy;2018-07-31;
920302665;41181;"Brozany nad Ohří";2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920301817;58832;Brtnice;2018-07-31;
920300972;58832;Brtnice;2018-07-31;
920302669;76331;Brumov-Bylnice;2018-07-31;
920302669;76331;Brumov-Bylnice;2018-07-31;
920302669;76334;"Brumov-Bylnice 3";2018-07-31;
920302669;76334;"Brumov-Bylnice 3";2018-07-31;
920306426;74771;Brumovice;2018-07-31;
920306426;74771;Brumovice;2018-07-31;
920306426;74771;Brumovice;2018-07-31;
920306426;74771;Brumovice;2018-07-31;
920306426;74771;Brumovice;2018-07-31;
920306426;74771;Brumovice;2018-07-31;
920306427;69111;"Brumovice na Moravě";2018-07-31;
920300087;79201;"Bruntál 1";2018-07-31;
920306827;79201;"Bruntál 1";2018-07-31;
920304612;79201;"Bruntál 1";2018-07-31;
920305650;79201;"Bruntál 1";2018-07-31;
920305133;79201;"Bruntál 1";2018-07-31;
920305650;79201;"Bruntál 1";2018-07-31;
920306827;79201;"Bruntál 1";2018-07-31;
920304576;79201;"Bruntál 1";2018-07-31;
920305895;79201;"Bruntál 1";2018-07-31;
920301580;79201;"Bruntál 1";2018-07-31;
920301036;79201;"Bruntál 1";2018-07-31;
920300087;79201;"Bruntál 1";2018-07-31;
920305895;79201;"Bruntál 1";2018-07-31;
920304179;79201;"Bruntál 1";2018-07-31;
920305174;79201;"Bruntál 1";2018-07-31;
920305650;79201;"Bruntál 1";2018-07-31;
920304557;79201;"Bruntál 1";2018-07-31;
920305174;79201;"Bruntál 1";2018-07-31;
920301036;79201;"Bruntál 1";2018-07-31;
920300087;79201;"Bruntál 1";2018-07-31;
920305905;79201;"Bruntál 1";2018-07-31;
920301576;79201;"Bruntál 1";2018-07-31;
920302939;79201;"Bruntál 1";2018-07-31;
508675;97662;Brusno;2010-01-01;
508896;97662;Brusno;2010-01-01;
920300296;73944;Brušperk;2018-07-31;
526410;05373;Brutovce;2010-01-01;
526614;05373;Brutovce;2010-01-01;
543420;05373;Brutovce;2010-01-01;
503100;94355;Bruty;2010-01-01;
512915;01812;Brvnište;2010-01-01;
513687;01812;Brvnište;2010-01-01;
560022;04951;Brzotín;2010-01-01;
560065;04951;Brzotín;2010-01-01;
501077;94635;Búč;2010-01-01;
506851;91928;Bučany;2010-01-01;
920305128;68501;Bučovice;2018-07-31;
920300436;68501;Bučovice;2018-07-31;
920300386;68501;Bučovice;2018-07-31;
920300436;68501;Bučovice;2018-07-31;
920302186;68501;Bučovice;2018-07-31;
920304533;68501;Bučovice;2018-07-31;
920300436;68501;Bučovice;2018-07-31;
920300436;68501;Bučovice;2018-07-31;
920300436;68501;Bučovice;2018-07-31;
920306937;68501;Bučovice;2018-07-31;
920303947;68501;Bučovice;2018-07-31;
920302138;68501;Bučovice;2018-07-31;
920303198;68501;Bučovice;2018-07-31;
920301123;68501;Bučovice;2018-07-31;
920303756;68501;Bučovice;2018-07-31;
920303756;68501;Bučovice;2018-07-31;
518204;96233;Budča;2010-01-01;
920302708;37892;Budeč;2018-07-31;
521221;04443;Budimír;2010-01-01;
522121;04443;Budimír;2010-01-01;
920302714;56965;"Budislav u Litomyšle";2018-07-31;
920302715;37891;Budíškovice;2018-07-31;
920305583;74787;"Budišov nad Budišovkou";2018-07-31;
920302717;74787;"Budišov nad Budišovkou";2018-07-31;
920302717;74787;"Budišov nad Budišovkou";2018-07-31;
920302717;74787;"Budišov nad Budišovkou";2018-07-31;
920302717;74787;"Budišov nad Budišovkou";2018-07-31;
920302716;67503;"Budišov u Třebíče";2018-07-31;
920303658;67503;"Budišov u Třebíče";2018-07-31;
920303652;67503;"Budišov u Třebíče";2018-07-31;
920303658;67503;"Budišov u Třebíče";2018-07-31;
920304466;67503;"Budišov u Třebíče";2018-07-31;
920304931;67503;"Budišov u Třebíče";2018-07-31;
920302716;67503;"Budišov u Třebíče";2018-07-31;
920305548;67503;"Budišov u Třebíče";2018-07-31;
920305900;67503;"Budišov u Třebíče";2018-07-31;
920303202;67503;"Budišov u Třebíče";2018-07-31;
920303755;67503;"Budišov u Třebíče";2018-07-31;
920302719;67542;Budkov;2018-07-31;
522376;07215;Budkovce;2010-01-01;
522406;07215;Budkovce;2010-01-01;
507849;90086;Budmerice;2010-01-01;
507946;90086;Budmerice;2010-01-01;
508268;90086;Budmerice;2010-01-01;
920301151;41118;"Budyně nad Ohří";2018-07-31;
920301152;68708;Buchlovice;2018-07-31;
920300357;68708;Buchlovice;2018-07-31;
506869;91910;"Buková pri Trnave";2010-01-01;
920304482;69631;Bukovany;2018-07-31;
920304722;69631;Bukovany;2018-07-31;
920306447;69631;Bukovany;2018-07-31;
920306445;35755;"Bukovany u Sokolova";2018-07-31;
527181;09022;Bukovce;2010-01-01;
527289;09022;Bukovce;2010-01-01;
527416;09022;Bukovce;2010-01-01;
527700;09022;Bukovce;2010-01-01;
920302728;73985;Bukovec;2018-07-31;
504289;90614;"Bukovec pri Myjave";2010-01-01;
920301157;69189;Bulhary;2018-07-31;
515892;99122;Bušince;2010-01-01;
515914;99122;Bušince;2010-01-01;
516007;99122;Bušince;2010-01-01;
516198;99122;Bušince;2010-01-01;
516228;99122;Bušince;2010-01-01;
516261;99122;Bušince;2010-01-01;
516562;99122;Bušince;2010-01-01;
523411;05993;Bušovce;2010-01-01;
523780;05993;Bušovce;2010-01-01;
920301158;27343;Buštěhrad;2018-07-31;
920306223;27343;Buštěhrad;2018-07-31;
920306223;27343;Buštěhrad;2018-07-31;
521264;04473;Buzica;2010-01-01;
521761;04473;Buzica;2010-01-01;
521922;04473;Buzica;2010-01-01;
920302751;53801;Bylany;2018-07-31;
920302025;41761;Bystřany;2018-07-31;
920302025;41761;Bystřany;2018-07-31;
920302025;41761;Bystřany;2018-07-31;
526436;05362;"Bystrany pri Spišskej Novej Vsi";2010-01-01;
544094;09434;"Bystré nad Topľou";2010-01-01;
544132;09434;"Bystré nad Topľou";2010-01-01;
544221;09434;"Bystré nad Topľou";2010-01-01;
920305151;56992;"Bystré u Poličky";2018-07-31;
920305608;56992;"Bystré u Poličky";2018-07-31;
920305608;56992;"Bystré u Poličky";2018-07-31;
920302756;56992;"Bystré u Poličky";2018-07-31;
920305751;56992;"Bystré u Poličky";2018-07-31;
920305608;56992;"Bystré u Poličky";2018-07-31;
920305608;56992;"Bystré u Poličky";2018-07-31;
920305608;56992;"Bystré u Poličky";2018-07-31;
920304480;56992;"Bystré u Poličky";2018-07-31;
920305608;56992;"Bystré u Poličky";2018-07-31;
920302756;56992;"Bystré u Poličky";2018-07-31;
920303142;56992;"Bystré u Poličky";2018-07-31;
920302759;56154;Bystřec;2018-07-31;
920306450;73995;"Bystřice nad Olší";2018-07-31;
920300223;73995;"Bystřice nad Olší";2018-07-31;
920300671;73995;"Bystřice nad Olší";2018-07-31;
920302563;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305199;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305994;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305925;59301;"Bystřice nad Pernštejnem";2018-07-31;
920306767;59301;"Bystřice nad Pernštejnem";2018-07-31;
920302762;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305988;59301;"Bystřice nad Pernštejnem";2018-07-31;
920304817;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920302563;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300562;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305994;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300562;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920306938;59301;"Bystřice nad Pernštejnem";2018-07-31;
920303787;59301;"Bystřice nad Pernštejnem";2018-07-31;
920306635;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305953;59301;"Bystřice nad Pernštejnem";2018-07-31;
920303787;59301;"Bystřice nad Pernštejnem";2018-07-31;
920304134;59301;"Bystřice nad Pernštejnem";2018-07-31;
920303787;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305994;59301;"Bystřice nad Pernštejnem";2018-07-31;
920306767;59301;"Bystřice nad Pernštejnem";2018-07-31;
920305199;59301;"Bystřice nad Pernštejnem";2018-07-31;
920300052;59301;"Bystřice nad Pernštejnem";2018-07-31;
920306899;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920304220;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920303457;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920300177;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920300177;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920304703;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920306638;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920300177;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920300177;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920302539;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920305357;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920304435;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920302670;76861;"Bystřice pod Hostýnem 1";2018-07-31;
920304220;76841;"Bystřice pod Hostýnem 7";2018-07-31;
920302112;76841;"Bystřice pod Hostýnem 7";2018-07-31;
920300177;76841;"Bystřice pod Hostýnem 7";2018-07-31;
920300177;76841;"Bystřice pod Hostýnem 7";2018-07-31;
920302760;68755;"Bystřice pod Lopeníkem";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920304284;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306700;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
920306448;25751;"Bystřice u Benešova";2018-07-31;
513911;97245;Bystričany;2010-01-01;
920304749;75624;Bystřička;2018-07-31;
920300200;75624;Bystřička;2018-07-31;
920300232;75624;Bystřička;2018-07-31;
512133;03804;Bystrička;2010-01-01;
920303548;75624;Bystřička;2018-07-31;
920304091;27732;Byšice;2018-07-31;
920301161;27732;Byšice;2018-07-31;
920301069;27732;Byšice;2018-07-31;
920303316;27732;Byšice;2018-07-31;
920300970;53322;Býšť;2018-07-31;
517461;01401;"Bytča 1";2010-01-01;
581984;01401;"Bytča 1";2010-01-01;
920300339;69681;Bzenec;2018-07-31;
524263;08242;Bzenov;2010-01-01;
524581;08242;Bzenov;2010-01-01;
524794;08242;Bzenov;2010-01-01;
525073;08242;Bzenov;2010-01-01;
505897;91611;"Bzince pod Javorinou";2010-01-01;
920301162;26743;"Bzová u Hořovic";2018-07-31;
518212;96241;Bzovík;2010-01-01;
518255;96241;Bzovík;2010-01-01;
518301;96241;Bzovík;2010-01-01;
518484;96241;Bzovík;2010-01-01;
518514;96241;Bzovík;2010-01-01;
518905;96241;Bzovík;2010-01-01;
518956;96241;Bzovík;2010-01-01;
545589;95117;"Cabaj- Čápor";2010-01-01;
920301163;38752;Cehnice;2018-07-31;
528200;07605;Cejkov;2010-01-01;
528234;07605;Cejkov;2010-01-01;
544035;07605;Cejkov;2010-01-01;
920302768;50777;"Cerekvice nad Bystřicí";2018-07-31;
920300844;56953;"Cerekvice nad Loučnou";2018-07-31;
920301165;28102;Cerhenice;2018-07-31;
920306867;26761;Cerhovice;2018-07-31;
920306237;26761;Cerhovice;2018-07-31;
920301166;26761;Cerhovice;2018-07-31;
920301166;26761;Cerhovice;2018-07-31;
920303066;26761;Cerhovice;2018-07-31;
527211;09016;Cernina;2010-01-01;
527491;09016;Cernina;2010-01-01;
527602;09016;Cernina;2010-01-01;
527777;09016;Cernina;2010-01-01;
504297;90633;Cerová;2010-01-01;
518239;96252;"Cerovo pri Krupine";2010-01-01;
920300988;67938;Cetkovice;2018-07-31;
920302072;39411;Cetoraz;2018-07-31;
506877;91943;Cífer;2010-01-01;
511315;98522;Cinobaňa;2010-01-01;
511901;98522;Cinobaňa;2010-01-01;
920306451;28533;"Církvice u Kutné Hory";2018-07-31;
920306451;28533;"Církvice u Kutné Hory";2018-07-31;
920300979;43902;Cítoliby;2018-07-31;
920300437;67101;Citonice;2018-07-31;
920306946;27704;Cítov;2018-07-31;
920306946;27704;Cítov;2018-07-31;
920302777;56132;Cotkytle;2018-07-31;
920301170;47154;Cvikov;2018-07-31;
920301170;47154;Cvikov;2018-07-31;
920301170;47154;Cvikov;2018-07-31;
520101;06702;Čabiny;2010-01-01;
520713;06702;Čabiny;2010-01-01;
520853;06702;Čabiny;2010-01-01;
518247;96251;"Čabradský Vrbovok";2010-01-01;
518310;96251;"Čabradský Vrbovok";2010-01-01;
518352;96251;"Čabradský Vrbovok";2010-01-01;
518441;96251;"Čabradský Vrbovok";2010-01-01;
518743;96251;"Čabradský Vrbovok";2010-01-01;
509132;02201;"Čadca 1";2010-01-01;
509132;02204;"Čadca 4";2010-01-01;
920306130;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
920301172;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
920301947;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
920301947;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
920301172;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
920306130;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
920304122;29443;"Čachovice u Mladé Boleslavě";2018-07-31;
505901;91621;Čachtice;2010-01-01;
502111;93524;Čajkov;2010-01-01;
502120;93568;Čaka;2010-01-01;
501085;94602;Čalovec;2010-01-01;
521299;04414;Čaňa;2010-01-01;
521370;04414;Čaňa;2010-01-01;
521388;04414;Čaňa;2010-01-01;
504319;90843;Čáry;2010-01-01;
920303329;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920305767;28601;Čáslav;2018-07-31;
920302636;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920303900;28601;Čáslav;2018-07-31;
920304682;28601;Čáslav;2018-07-31;
920304805;28601;Čáslav;2018-07-31;
920304805;28601;Čáslav;2018-07-31;
920304403;28601;Čáslav;2018-07-31;
920306034;28601;Čáslav;2018-07-31;
920305778;28601;Čáslav;2018-07-31;
920302191;28601;Čáslav;2018-07-31;
920306420;28601;Čáslav;2018-07-31;
920306341;28601;Čáslav;2018-07-31;
920304805;28601;Čáslav;2018-07-31;
920300026;28601;Čáslav;2018-07-31;
920303229;28601;Čáslav;2018-07-31;
920302505;28601;Čáslav;2018-07-31;
920300380;28601;Čáslav;2018-07-31;
920303232;28601;Čáslav;2018-07-31;
920300380;28601;Čáslav;2018-07-31;
920300380;28601;Čáslav;2018-07-31;
920305458;28601;Čáslav;2018-07-31;
920302191;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920301968;28601;Čáslav;2018-07-31;
920306054;28601;Čáslav;2018-07-31;
920302963;28601;Čáslav;2018-07-31;
920306321;28601;Čáslav;2018-07-31;
920303229;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920303299;28601;Čáslav;2018-07-31;
920304647;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920303064;28601;Čáslav;2018-07-31;
920305407;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920306054;28601;Čáslav;2018-07-31;
920305772;28601;Čáslav;2018-07-31;
920301367;28601;Čáslav;2018-07-31;
920303900;28601;Čáslav;2018-07-31;
920300380;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920305284;28601;Čáslav;2018-07-31;
920306068;28601;Čáslav;2018-07-31;
920301968;28601;Čáslav;2018-07-31;
920306321;28601;Čáslav;2018-07-31;
920302963;28601;Čáslav;2018-07-31;
920303229;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920303723;28601;Čáslav;2018-07-31;
920304805;28601;Čáslav;2018-07-31;
920300026;28601;Čáslav;2018-07-31;
920300026;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920302505;28601;Čáslav;2018-07-31;
920302837;28601;Čáslav;2018-07-31;
920306017;28601;Čáslav;2018-07-31;
920306929;28601;Čáslav;2018-07-31;
920306017;28601;Čáslav;2018-07-31;
920306034;28601;Čáslav;2018-07-31;
920305296;28601;Čáslav;2018-07-31;
920306408;28601;Čáslav;2018-07-31;
920303723;28601;Čáslav;2018-07-31;
920306390;28601;Čáslav;2018-07-31;
920302191;28601;Čáslav;2018-07-31;
920303723;28601;Čáslav;2018-07-31;
920306453;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920305635;28601;Čáslav;2018-07-31;
920301183;28601;Čáslav;2018-07-31;
920302794;67524;Čáslavice;2018-07-31;
507857;90089;Častá;2010-01-01;
508187;90089;Častá;2010-01-01;
505919;91627;Častkovce;2010-01-01;
920302159;51750;Častolovice;2018-07-31;
920302798;39463;Častrov;2018-07-31;
555843;93563;Čata;2010-01-01;
507865;90083;Čataj;2010-01-01;
513938;97229;Čavoj;2010-01-01;
514403;97229;Čavoj;2010-01-01;
920300814;66423;Čebín;2018-07-31;
515906;99125;Čebovce;2010-01-01;
516121;99125;Čebovce;2010-01-01;
516287;99125;Čebovce;2010-01-01;
516317;99125;Čebovce;2010-01-01;
522392;07211;Čečehov;2010-01-01;
522511;07211;Čečehov;2010-01-01;
522546;07211;Čečehov;2010-01-01;
521272;04471;Čečejovce;2010-01-01;
521302;04471;Čečejovce;2010-01-01;
521850;04471;Čečejovce;2010-01-01;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920303944;25765;Čechtice;2018-07-31;
920304399;25765;Čechtice;2018-07-31;
920300284;25765;Čechtice;2018-07-31;
920305510;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920304170;25765;Čechtice;2018-07-31;
920303691;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920303944;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920301711;25765;Čechtice;2018-07-31;
920302599;25765;Čechtice;2018-07-31;
920304374;25765;Čechtice;2018-07-31;
920303944;25765;Čechtice;2018-07-31;
920302482;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920304170;25765;Čechtice;2018-07-31;
920304170;25765;Čechtice;2018-07-31;
920302482;25765;Čechtice;2018-07-31;
920303691;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920303440;25765;Čechtice;2018-07-31;
920304170;25765;Čechtice;2018-07-31;
920302395;25765;Čechtice;2018-07-31;
920302869;67507;Čechtín;2018-07-31;
920303281;67507;Čechtín;2018-07-31;
920305585;67507;Čechtín;2018-07-31;
920302268;67507;Čechtín;2018-07-31;
920303291;67507;Čechtín;2018-07-31;
920302848;67507;Čechtín;2018-07-31;
920305104;67507;Čechtín;2018-07-31;
920303426;67507;Čechtín;2018-07-31;
920302804;67507;Čechtín;2018-07-31;
920300647;79858;"Čechy pod Kosířem";2018-07-31;
555886;95107;Čechynce;2010-01-01;
555908;95107;Čechynce;2010-01-01;
920305708;69614;Čejč;2018-07-31;
920303669;69614;Čejč;2018-07-31;
920300121;69614;Čejč;2018-07-31;
920306455;69615;Čejkovice;2018-07-31;
500135;95103;Čeľadice;2010-01-01;
920300161;73912;Čeladná;2018-07-31;
920300439;25088;Čelákovice;2018-07-31;
920300439;25088;Čelákovice;2018-07-31;
920300439;25088;Čelákovice;2018-07-31;
920300439;25088;Čelákovice;2018-07-31;
920302324;79816;"Čelechovice na Hané";2018-07-31;
920302324;79816;"Čelechovice na Hané";2018-07-31;
515922;99141;Čelovce;2010-01-01;
920301177;53332;Čepí;2018-07-31;
920302815;38756;Čepřovice;2018-07-31;
920300396;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920305002;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920300396;25722;Čerčany;2018-07-31;
920304197;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920300838;25722;Čerčany;2018-07-31;
920305002;25722;Čerčany;2018-07-31;
920301703;25722;Čerčany;2018-07-31;
920301202;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920301703;25722;Čerčany;2018-07-31;
920305002;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920306909;25722;Čerčany;2018-07-31;
920301726;25722;Čerčany;2018-07-31;
920301202;25722;Čerčany;2018-07-31;
920300838;25722;Čerčany;2018-07-31;
920304197;25722;Čerčany;2018-07-31;
920300838;25722;Čerčany;2018-07-31;
513946;97246;Čereňany;2010-01-01;
528251;07681;Čerhov;2010-01-01;
920302819;54377;Čermná;2018-07-31;
920302820;51725;"Čermná nad Orlicí";2018-07-31;
920302820;51725;"Čermná nad Orlicí";2018-07-31;
920301047;67921;"Černá Hora";2018-07-31;
920300440;67921;"Černá Hora";2018-07-31;
920302123;67921;"Černá Hora";2018-07-31;
920300429;67921;"Černá Hora";2018-07-31;
920304198;67921;"Černá Hora";2018-07-31;
920302667;67921;"Černá Hora";2018-07-31;
920302667;67921;"Černá Hora";2018-07-31;
920302824;38223;"Černá v Pošumaví";2018-07-31;
920302825;79054;"Černá Voda";2018-07-31;
920302827;43901;Černčice;2018-07-31;
503126;94105;Černík;2010-01-01;
920302834;51704;Černíkovice;2018-07-31;
920301179;50343;Černilov;2018-07-31;
920301892;25228;Černošice;2018-07-31;
920301181;25228;Černošice;2018-07-31;
920301892;25228;Černošice;2018-07-31;
920300019;25228;Černošice;2018-10-09;
920306087;25228;Černošice;2018-07-31;
920302839;34958;Černošín;2018-07-31;
920300818;75368;Černotín;2018-07-31;
920300818;75368;Černotín;2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920306457;39494;"Černovice u Tábora";2018-07-31;
920302843;50304;"Černožice nad Labem";2018-07-31;
920302844;27323;Černuc;2018-07-31;
920302278;54344;"Černý Důl";2018-07-31;
920302278;54344;"Černý Důl";2018-07-31;
920302983;54344;"Černý Důl";2018-07-31;
920302849;39446;"Červená Řečice";2018-07-31;
920300441;56161;"Červená Voda 1";2018-07-31;
920301183;28542;"Červené Janovice";2018-07-31;
920300973;28121;"Červené Pečky";2018-07-31;
506885;92042;Červeník;2010-01-01;
507792;92042;Červeník;2010-01-01;
518620;92042;Červeník;2010-01-01;
512931;01856;"Červený Kameň";2010-01-01;
523429;05906;"Červený Kláštor";2010-01-01;
523615;05906;"Červený Kláštor";2010-01-01;
920303271;54941;"Červený Kostelec";2018-07-31;
920301747;54941;"Červený Kostelec";2018-07-31;
920306198;54941;"Červený Kostelec";2018-07-31;
920306198;54941;"Červený Kostelec";2018-07-31;
920306198;54941;"Červený Kostelec";2018-07-31;
920300354;54941;"Červený Kostelec";2018-07-31;
920302847;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920303271;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920305459;54941;"Červený Kostelec";2018-07-31;
920300354;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920300800;54941;"Červený Kostelec";2018-07-31;
920302852;25788;"Červený Újezd u Votic";2018-07-31;
920302852;25788;"Červený Újezd u Votic";2018-07-31;
920301186;58261;"Česká Bělá";2018-07-31;
920301187;54921;"Česká Čermná";2018-07-31;
920300258;40721;"Česká Kamenice";2018-07-31;
920300258;40721;"Česká Kamenice";2018-07-31;
920300258;40721;"Česká Kamenice";2018-07-31;
920302855;34532;"Česká Kubice";2018-07-31;
920302855;34532;"Česká Kubice";2018-07-31;
920302855;34532;"Česká Kubice";2018-07-31;
920302855;34532;"Česká Kubice";2018-07-31;
920300278;47001;"Česká Lípa 1";2018-07-31;
920300278;47001;"Česká Lípa 1";2018-07-31;
920300278;47001;"Česká Lípa 1";2018-07-31;
920300278;47001;"Česká Lípa 1";2018-07-31;
920305551;47001;"Česká Lípa 1";2018-07-31;
920300278;47001;"Česká Lípa 1";2018-07-31;
920300278;47001;"Česká Lípa 1";2018-07-31;
