"Kód obce";PSČ;"Doručovacia pošta";"platné od";"platné do"
511226;98513;Ábelová;2010-01-01;
511536;98513;Ábelová;2010-01-01;
511757;98513;Ábelová;2010-01-01;
920302116;36235;Abertamy;2018-07-31;
920304791;36235;Abertamy;2018-07-31;
920304928;36235;Abertamy;2018-07-31;
920302155;36235;Abertamy;2018-07-31;
920304928;36235;Abertamy;2018-07-31;
920302155;36235;Abertamy;2018-07-31;
503673;92545;Abrahám;2010-01-01;
503789;92545;Abrahám;2010-01-01;
920303118;67904;"Adamov 1";2018-07-31;
920304667;67904;"Adamov 1";2018-07-31;
920306392;67904;"Adamov 1";2018-07-31;
920302362;51722;"Albrechtice nad Orlicí";2018-07-31;
920302416;39816;"Albrechtice nad Vltavou";2018-07-31;
920306394;73543;"Albrechtice u Českého Těšína";2018-07-31;
920302417;46843;"Albrechtice v Jizerských horách";2018-07-31;
920303613;46843;"Albrechtice v Jizerských horách";2018-07-31;
920302417;46843;"Albrechtice v Jizerských horách";2018-07-31;
920302418;74255;Albrechtičky;2018-07-31;
500020;95122;Alekšince;2010-01-01;
503029;94123;Andovce;2010-01-01;
503649;94123;Andovce;2010-01-01;
920303062;69633;Archlebov;2018-07-31;
920302113;69633;Archlebov;2018-07-31;
920302425;40714;"Arnoltice u Děčína";2018-07-31;
920305213;40714;"Arnoltice u Děčína";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920304864;35201;"Aš 1";2018-07-31;
920301290;35201;"Aš 1";2018-07-31;
920303874;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920306526;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920306526;35201;"Aš 1";2018-07-31;
920301290;35201;"Aš 1";2018-07-31;
920303874;35201;"Aš 1";2018-07-31;
920306526;35201;"Aš 1";2018-07-31;
920301290;35201;"Aš 1";2018-07-31;
920301290;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920301290;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
920300075;35201;"Aš 1";2018-07-31;
500046;95134;Báb;2010-01-01;
920306400;68703;"Babice u Uherského Hradiště";2018-07-31;
920300283;68703;"Babice u Uherského Hradiště";2018-07-31;
920303964;68703;"Babice u Uherského Hradiště";2018-07-31;
528111;07661;Bačkov;2010-01-01;
528315;07661;Bačkov;2010-01-01;
528455;07661;Bačkov;2010-01-01;
543781;07661;Bačkov;2010-01-01;
543934;07661;Bačkov;2010-01-01;
508454;97632;Badín;2010-01-01;
507806;90084;Báhoň;2010-01-01;
555487;90084;Báhoň;2010-01-01;
555495;90084;Báhoň;2010-01-01;
501034;94654;Bajč;2010-01-01;
501140;94654;Bajč;2010-01-01;
524174;08241;Bajerov;2010-01-01;
524255;08241;Bajerov;2010-01-01;
524701;08241;Bajerov;2010-01-01;
525111;08241;Bajerov;2010-01-01;
525502;08241;Bajerov;2010-01-01;
501450;93004;Baka;2010-01-01;
501671;93004;Baka;2010-01-01;
501964;93004;Baka;2010-01-01;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920305036;29401;"Bakov nad Jizerou";2018-07-31;
920304563;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920302526;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920302526;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920302526;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
920300422;29401;"Bakov nad Jizerou";2018-07-31;
515868;99111;"Balog nad Ipľom";2010-01-01;
516139;99111;"Balog nad Ipľom";2010-01-01;
503045;94101;"Bánov pri Nových Zámkoch";2010-01-01;
920300423;68754;"Bánov u Uherského Brodu";2018-07-31;
505153;95701;"Bánovce nad Bebravou 1";2010-01-01;
505625;95701;"Bánovce nad Bebravou 1";2010-01-01;
542652;95701;"Bánovce nad Bebravou 1";2010-01-01;
542741;95701;"Bánovce nad Bebravou 1";2010-01-01;
542849;95701;"Bánovce nad Bebravou 1";2010-01-01;
505056;95703;"Bánovce nad Bebravou 1";2010-01-01;
505412;95703;"Bánovce nad Bebravou 1";2010-01-01;
542652;95703;"Bánovce nad Bebravou 1";2010-01-01;
542822;95703;"Bánovce nad Bebravou 1";2010-01-01;
542857;95703;"Bánovce nad Bebravou 1";2010-01-01;
542652;95704;"Bánovce nad Bebravou 1";2010-01-01;
516627;96615;"Banská Belá";2010-01-01;
516643;96615;"Banská Belá";2010-01-01;
516953;96615;"Banská Belá";2010-01-01;
508438;97401;"Banská Bystrica 1";2010-01-01;
508519;97401;"Banská Bystrica 1";2010-01-01;
508543;97401;"Banská Bystrica 1";2010-01-01;
508632;97401;"Banská Bystrica 1";2010-01-01;
508781;97401;"Banská Bystrica 1";2010-01-01;
508969;97401;"Banská Bystrica 1";2010-01-01;
508977;97401;"Banská Bystrica 1";2010-01-01;
509019;97401;"Banská Bystrica 1";2010-01-01;
509035;97401;"Banská Bystrica 1";2010-01-01;
557277;97401;"Banská Bystrica 1";2010-01-01;
557285;97401;"Banská Bystrica 1";2010-01-01;
508438;97411;"Banská Bystrica 11";2010-01-01;
508438;97404;"Banská Bystrica 4";2010-01-01;
508438;97405;"Banská Bystrica 5";2010-01-01;
508454;97405;"Banská Bystrica 5";2010-01-01;
508641;97405;"Banská Bystrica 5";2010-01-01;
580244;97405;"Banská Bystrica 5";2010-01-01;
508438;97409;"Banská Bystrica 9";2010-01-01;
516601;96901;"Banská Štiavnica 1";2010-01-01;
516643;96901;"Banská Štiavnica 1";2010-01-01;
516651;96901;"Banská Štiavnica 1";2010-01-01;
516678;96901;"Banská Štiavnica 1";2010-01-01;
516716;96901;"Banská Štiavnica 1";2010-01-01;
516856;96901;"Banská Štiavnica 1";2010-01-01;
517160;96901;"Banská Štiavnica 1";2010-01-01;
517372;96901;"Banská Štiavnica 1";2010-01-01;
519006;08501;"Bardejov 1";2010-01-01;
519766;08501;"Bardejov 1";2010-01-01;
519006;08631;"Bardejovské kúpele";2010-01-01;
503053;94149;Bardoňovo;2010-01-01;
920301059;74254;Bartošovice;2018-07-31;
920306828;73901;Baška;2018-07-31;
920300384;73901;Baška;2018-07-31;
920300384;73901;Baška;2018-07-31;
920300384;73901;Baška;2018-07-31;
520021;06723;"Baškovce pri Humennom";2010-01-01;
520110;06723;"Baškovce pri Humennom";2010-01-01;
520233;06723;"Baškovce pri Humennom";2010-01-01;
520900;06723;"Baškovce pri Humennom";2010-01-01;
920306496;58851;Batelov;2018-07-31;
920303642;58851;Batelov;2018-07-31;
920301101;58851;Batelov;2018-07-31;
920303642;58851;Batelov;2018-07-31;
920303705;58851;Batelov;2018-07-31;
920302766;58851;Batelov;2018-07-31;
920302766;58851;Batelov;2018-07-31;
920301101;58851;Batelov;2018-07-31;
920305152;58851;Batelov;2018-07-31;
920303596;58851;Batelov;2018-07-31;
920301236;58851;Batelov;2018-07-31;
920305677;58851;Batelov;2018-07-31;
920301101;58851;Batelov;2018-07-31;
920301236;58851;Batelov;2018-07-31;
920303803;58851;Batelov;2018-07-31;
920301101;58851;Batelov;2018-07-31;
920301236;58851;Batelov;2018-07-31;
920301101;58851;Batelov;2018-07-31;
523402;05935;Batizovce;2010-01-01;
514519;98021;Bátka;2010-01-01;
515698;98021;Bátka;2010-01-01;
515752;98021;Bátka;2010-01-01;
515841;98021;Bátka;2010-01-01;
557854;98021;Bátka;2010-01-01;
557919;98021;Bátka;2010-01-01;
920302447;54237;Batňovice;2018-07-31;
501395;94634;"Bátorove Kosihy";2010-01-01;
502057;93503;Bátovce;2010-01-01;
502219;93503;Bátovce;2010-01-01;
502634;93503;Bátovce;2010-01-01;
920301102;38773;Bavorov;2018-07-31;
920302513;38773;Bavorov;2018-07-31;
920305065;38773;Bavorov;2018-07-31;
920302513;38773;Bavorov;2018-07-31;
920302513;38773;Bavorov;2018-07-31;
920301102;38773;Bavorov;2018-07-31;
920304825;38773;Bavorov;2018-07-31;
920304825;38773;Bavorov;2018-07-31;
920303861;38773;Bavorov;2018-07-31;
920301102;38773;Bavorov;2018-07-31;
920301102;38773;Bavorov;2018-07-31;
920304311;38773;Bavorov;2018-07-31;
920301102;38773;Bavorov;2018-07-31;
920302720;38773;Bavorov;2018-07-31;
920303128;38773;Bavorov;2018-07-31;
505846;91638;Beckov;2010-01-01;
920303449;36464;"Bečov nad Teplou";2018-07-31;
920305704;36464;"Bečov nad Teplou";2018-07-31;
920302455;36464;"Bečov nad Teplou";2018-07-31;
920300093;36464;"Bečov nad Teplou";2018-07-31;
920302455;36464;"Bečov nad Teplou";2018-07-31;
920304743;36464;"Bečov nad Teplou";2018-07-31;
920302455;36464;"Bečov nad Teplou";2018-07-31;
920306692;36464;"Bečov nad Teplou";2018-07-31;
920302454;43526;"Bečov u Mostu";2018-07-31;
920302456;28143;Bečváry;2018-07-31;
920300228;79821;Bedihošť;2018-07-31;
920303719;79821;Bedihošť;2018-07-31;
920302087;79821;Bedihošť;2018-07-31;
920302053;79821;Bedihošť;2018-07-31;
920302087;79821;Bedihošť;2018-07-31;
920302459;46812;Bedřichov;2018-07-31;
526380;05305;Beharovce;2010-01-01;
526495;05305;Beharovce;2010-01-01;
526517;05305;Beharovce;2010-01-01;
526525;05305;Beharovce;2010-01-01;
543462;05305;Beharovce;2010-01-01;
543471;05305;Beharovce;2010-01-01;
581640;05305;Beharovce;2010-01-01;
519057;08635;Becherov;2010-01-01;
920302267;41186;Bechlín;2018-07-31;
920302813;39165;Bechyně;2018-07-31;
920306777;39165;Bechyně;2018-07-31;
920305560;39165;Bechyně;2018-07-31;
920305071;39165;Bechyně;2018-07-31;
920306777;39165;Bechyně;2018-07-31;
920302846;39165;Bechyně;2018-07-31;
920300717;39165;Bechyně;2018-07-31;
920302961;39165;Bechyně;2018-07-31;
920300738;39165;Bechyně;2018-07-31;
920302846;39165;Bechyně;2018-07-31;
920300738;39165;Bechyně;2018-07-31;
920305560;39165;Bechyně;2018-07-31;
920300717;39165;Bechyně;2018-07-31;
920303199;39165;Bechyně;2018-07-31;
920306213;39165;Bechyně;2018-07-31;
920300738;39165;Bechyně;2018-07-31;
920303199;39165;Bechyně;2018-07-31;
920303199;39165;Bechyně;2018-07-31;
920305560;39165;Bechyně;2018-07-31;
920306506;39165;Bechyně;2018-07-31;
920303144;39165;Bechyně;2018-07-31;
520039;06781;"Belá nad Cirochou";2010-01-01;
920301103;34526;"Bělá nad Radbuzou";2018-07-31;
920301104;56905;"Bělá nad Svitavou";2018-07-31;
920302374;29421;"Bělá pod Bezdězem";2018-07-31;
920300378;29421;"Bělá pod Bezdězem";2018-07-31;
920300378;29421;"Bělá pod Bezdězem";2018-07-31;
920300378;29421;"Bělá pod Bezdězem";2018-07-31;
512052;03811;"Belá pri Martine";2010-01-01;
517429;01305;"Belá pri Varíne";2010-01-01;
517763;01305;"Belá pri Varíne";2010-01-01;
517771;01305;"Belá pri Varíne";2010-01-01;
500062;95175;Beladice;2010-01-01;
920301105;38743;Bělčice;2018-07-31;
920300079;75364;Bělotín;2018-07-31;
920300079;75364;Bělotín;2018-07-31;
920300079;75364;Bělotín;2018-07-31;
920300079;75364;Bělotín;2018-07-31;
920304906;75364;Bělotín;2018-07-31;
512851;01861;Beluša;2010-01-01;
513776;01861;Beluša;2010-01-01;
920306798;29471;"Benátky nad Jizerou 1";2018-07-31;
920301106;29471;"Benátky nad Jizerou 1";2018-07-31;
920301106;29471;"Benátky nad Jizerou 1";2018-07-31;
920301106;29471;"Benátky nad Jizerou 1";2018-07-31;
920301106;29471;"Benátky nad Jizerou 1";2018-07-31;
920306274;29471;"Benátky nad Jizerou 1";2018-07-31;
920301106;29471;"Benátky nad Jizerou 1";2018-07-31;
920300316;51237;Benecko;2018-07-31;
920301107;51237;Benecko;2018-07-31;
920301107;51237;Benecko;2018-07-31;
920302475;38282;"Benešov nad Černou";2018-07-31;
920302475;38282;"Benešov nad Černou";2018-07-31;
920302476;40722;"Benešov nad Ploučnicí";2018-07-31;
920304643;67953;"Benešov u Boskovic";2018-07-31;
920306406;67953;"Benešov u Boskovic";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920305705;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920303417;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920305705;25601;"Benešov u Prahy";2018-07-31;
920305894;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305705;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306448;25601;"Benešov u Prahy";2018-07-31;
920301796;25601;"Benešov u Prahy";2018-07-31;
920301796;25601;"Benešov u Prahy";2018-07-31;
920301796;25601;"Benešov u Prahy";2018-07-31;
920301796;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306581;25601;"Benešov u Prahy";2018-07-31;
920303417;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920300902;25601;"Benešov u Prahy";2018-07-31;
920302789;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306448;25601;"Benešov u Prahy";2018-07-31;
920304804;25601;"Benešov u Prahy";2018-07-31;
920305894;25601;"Benešov u Prahy";2018-07-31;
920303487;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306448;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306448;25601;"Benešov u Prahy";2018-07-31;
920303417;25601;"Benešov u Prahy";2018-07-31;
920306581;25601;"Benešov u Prahy";2018-07-31;
920305894;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920302509;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920301796;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920304804;25601;"Benešov u Prahy";2018-07-31;
920305705;25601;"Benešov u Prahy";2018-07-31;
920304804;25601;"Benešov u Prahy";2018-07-31;
920306581;25601;"Benešov u Prahy";2018-07-31;
920306405;25601;"Benešov u Prahy";2018-07-31;
920305705;25601;"Benešov u Prahy";2018-07-31;
920305512;25601;"Benešov u Prahy";2018-07-31;
920300150;51206;"Benešov u Semil";2018-07-31;
920302477;51206;"Benešov u Semil";2018-07-31;
920300709;51206;"Benešov u Semil";2018-07-31;
508446;97664;Beňuš;2010-01-01;
508462;97664;Beňuš;2010-01-01;
508489;97664;Beňuš;2010-01-01;
920302481;79057;Bernartice;2018-07-31;
920302481;79057;Bernartice;2018-07-31;
920302481;79057;Bernartice;2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920301785;39843;"Bernartice u Milevska";2018-07-31;
920302639;39843;"Bernartice u Milevska";2018-07-31;
920306256;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920306883;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920301785;39843;"Bernartice u Milevska";2018-07-31;
920306883;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920306591;39843;"Bernartice u Milevska";2018-07-31;
920304640;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920304878;39843;"Bernartice u Milevska";2018-07-31;
920306256;39843;"Bernartice u Milevska";2018-07-31;
920304878;39843;"Bernartice u Milevska";2018-07-31;
920301393;39843;"Bernartice u Milevska";2018-07-31;
920306419;39843;"Bernartice u Milevska";2018-07-31;
920305474;39843;"Bernartice u Milevska";2018-07-31;
920306596;39843;"Bernartice u Milevska";2018-07-31;
920304664;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920306256;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920302483;39843;"Bernartice u Milevska";2018-07-31;
920301785;39843;"Bernartice u Milevska";2018-07-31;
920304878;39843;"Bernartice u Milevska";2018-07-31;
920302484;54204;"Bernartice u Trutnova";2018-07-31;
507814;90027;Bernolákovo;2010-01-01;
920301351;26601;"Beroun 1";2018-07-31;
920301377;26601;"Beroun 1";2018-07-31;
920305587;26601;"Beroun 1";2018-07-31;
920305714;26601;"Beroun 1";2018-07-31;
920305587;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920303777;26601;"Beroun 1";2018-07-31;
920303777;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920301377;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920301377;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920305714;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920301377;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920305758;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920306348;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920300043;26601;"Beroun 1";2018-07-31;
920304509;26601;"Beroun 1";2018-07-31;
920303732;28908;Běrunice;2018-07-31;
920301109;28908;Běrunice;2018-07-31;
920301109;28908;Běrunice;2018-07-31;
920301109;28908;Běrunice;2018-07-31;
920301109;28908;Běrunice;2018-07-31;
920302486;38281;Besednice;2018-07-31;
920302156;53845;Běstvina;2018-07-31;
920302156;53845;Běstvina;2018-07-31;
502065;93536;Beša;2010-01-01;
556777;93536;Beša;2010-01-01;
503070;94141;Bešeňov;2010-01-01;
525545;04921;Betliar;2010-01-01;
920302495;54964;"Bezděkov nad Metují";2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920302297;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920302297;34953;Bezdružice;2018-07-31;
920302297;34953;Bezdružice;2018-07-31;
920301444;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920304653;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920302297;34953;Bezdružice;2018-07-31;
920302297;34953;Bezdružice;2018-07-31;
920302297;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920301444;34953;Bezdružice;2018-07-31;
920303761;34953;Bezdružice;2018-07-31;
920302497;34953;Bezdružice;2018-07-31;
920301070;29429;Bezno;2018-07-31;
920305411;29429;Bezno;2018-07-31;
920304507;29429;Bezno;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920305889;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920305889;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
920302500;33041;Bezvěrov;2018-07-31;
522325;07253;Bežovce;2010-01-01;
523330;07253;Bežovce;2010-01-01;
522180;04445;Bidovce;2010-01-01;
521141;04445;Bidovce;2010-01-01;
521183;04445;Bidovce;2010-01-01;
521281;04445;Bidovce;2010-01-01;
521353;04445;Bidovce;2010-01-01;
521418;04445;Bidovce;2010-01-01;
521604;04445;Bidovce;2010-01-01;
521728;04445;Bidovce;2010-01-01;
521914;04445;Bidovce;2010-01-01;
522040;04445;Bidovce;2010-01-01;
522091;04445;Bidovce;2010-01-01;
528145;07641;Biel;2010-01-01;
528323;07641;Biel;2010-01-01;
506745;91934;"Biely Kostol";2010-01-01;
580473;91934;"Biely Kostol";2010-01-01;
526401;05306;Bijacovce;2010-01-01;
543446;05306;Bijacovce;2010-01-01;
920302024;54472;"Bílá Třemešná";2018-07-31;
920302979;54472;"Bílá Třemešná";2018-07-31;
920301113;79069;"Bílá Voda u Javorníka";2018-07-31;
920301113;79069;"Bílá Voda u Javorníka";2018-07-31;
920301113;79069;"Bílá Voda u Javorníka";2018-07-31;
920302505;28572;"Bílé Podolí";2018-07-31;
920300706;41801;"Bílina 1";2018-07-31;
920300706;41801;"Bílina 1";2018-07-31;
920300706;41801;"Bílina 1";2018-07-31;
920300706;41801;"Bílina 1";2018-07-31;
920300706;41801;"Bílina 1";2018-07-31;
920300706;41801;"Bílina 1";2018-07-31;
920306644;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920304323;41804;"Bílina 4";2018-07-31;
920301844;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920306644;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920304323;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920303356;41804;"Bílina 4";2018-07-31;
920300172;74301;"Bílovec 1";2018-07-31;
920300172;74301;"Bílovec 1";2018-07-31;
920300172;74301;"Bílovec 1";2018-07-31;
920305329;74301;"Bílovec 1";2018-07-31;
920302511;74301;"Bílovec 1";2018-07-31;
920300172;74301;"Bílovec 1";2018-07-31;
920301875;74301;"Bílovec 1";2018-07-31;
920300172;74301;"Bílovec 1";2018-07-31;
920302527;74301;"Bílovec 1";2018-07-31;
920304651;74301;"Bílovec 1";2018-07-31;
920300172;74301;"Bílovec 1";2018-07-31;
920305340;74301;"Bílovec 1";2018-07-31;
920300172;74292;"Bílovec 5";2018-07-31;
920300146;66401;"Bílovice nad Svitavou";2018-07-31;
920300910;66401;"Bílovice nad Svitavou";2018-07-31;
920304634;66401;"Bílovice nad Svitavou";2018-07-31;
920306560;66401;"Bílovice nad Svitavou";2018-07-31;
920305239;66401;"Bílovice nad Svitavou";2018-07-31;
920300894;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920306843;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920300425;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920300425;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920304476;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920300878;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920304377;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920302797;68712;"Bílovice u Uherského Hradiště";2018-07-31;
920304377;68712;"Bílovice u Uherského Hradiště";2018-07-31;
503088;94356;Bíňa;2010-01-01;
506788;91907;Bíňovce;2010-01-01;
920302523;76341;"Biskupice u Luhačovic";2018-07-31;
920306561;76341;"Biskupice u Luhačovic";2018-07-31;
920304206;76341;"Biskupice u Luhačovic";2018-07-31;
920300391;76341;"Biskupice u Luhačovic";2018-07-31;
920304206;76341;"Biskupice u Luhačovic";2018-07-31;
501484;93052;Blahová;2010-01-01;
501590;93052;Blahová;2010-01-01;
501859;93052;Blahová;2010-01-01;
555517;93052;Blahová;2010-01-01;
582522;93052;Blahová;2010-01-01;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920305638;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920300393;67801;"Blansko 1";2018-07-31;
920302746;38801;Blatná;2018-07-31;
920302490;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920305272;38801;Blatná;2018-07-31;
920300914;38801;Blatná;2018-07-31;
920306423;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920303441;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920303635;38801;Blatná;2018-07-31;
920300914;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920305717;38801;Blatná;2018-07-31;
920304172;38801;Blatná;2018-07-31;
920303635;38801;Blatná;2018-07-31;
920304234;38801;Blatná;2018-07-31;
920305892;38801;Blatná;2018-07-31;
920302490;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920301105;38801;Blatná;2018-07-31;
920304172;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920302490;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920303123;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920305891;38801;Blatná;2018-07-31;
920305892;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920303635;38801;Blatná;2018-07-31;
920302746;38801;Blatná;2018-07-31;
920303422;38801;Blatná;2018-07-31;
920302800;38801;Blatná;2018-07-31;
920303635;38801;Blatná;2018-07-31;
920304453;38801;Blatná;2018-07-31;
920301105;38801;Blatná;2018-07-31;
920304024;38801;Blatná;2018-07-31;
920305272;38801;Blatná;2018-07-31;
920304026;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920300829;38801;Blatná;2018-07-31;
920305272;38801;Blatná;2018-07-31;
920305272;38801;Blatná;2018-07-31;
920303441;38801;Blatná;2018-07-31;
501492;93032;"Blatná na Ostrove";2010-01-01;
